TIMESTAMP,PARTIDA_ID,PLAYER_ID,EQUIPO_ID,POS_X,POS_Y,SIZE,TOTAL_PLAYERS,MODO_JUEGO
2025-11-29 17:29:33.356,1,10,5,11,30,2,10,DUO
2025-11-29 17:29:33.457,1,1,1,51,18,2,10,DUO
2025-11-29 17:29:33.457,1,2,1,90,46,2,10,DUO
2025-11-29 17:29:33.457,1,3,2,61,30,2,10,DUO
2025-11-29 17:29:33.457,1,4,2,75,64,2,10,DUO
2025-11-29 17:29:33.457,1,5,3,44,11,2,10,DUO
2025-11-29 17:29:33.457,1,6,3,29,29,2,10,DUO
2025-11-29 17:29:33.457,1,7,4,84,33,2,10,DUO
2025-11-29 17:29:33.457,1,8,4,64,53,2,10,DUO
2025-11-29 17:29:33.457,1,9,5,87,30,2,10,DUO
2025-11-29 17:29:33.457,1,10,5,11,29,2,10,DUO
2025-11-29 17:29:33.557,1,1,1,51,17,2,10,DUO
2025-11-29 17:29:33.557,1,2,1,90,45,2,10,DUO
2025-11-29 17:29:33.557,1,3,2,61,29,2,10,DUO
2025-11-29 17:29:33.557,1,4,2,75,63,2,10,DUO
2025-11-29 17:29:33.557,1,5,3,44,10,2,10,DUO
2025-11-29 17:29:33.557,1,6,3,29,28,2,10,DUO
2025-11-29 17:29:33.557,1,7,4,84,32,2,10,DUO
2025-11-29 17:29:33.557,1,8,4,64,52,2,10,DUO
2025-11-29 17:29:33.557,1,9,5,87,29,2,10,DUO
2025-11-29 17:29:33.557,1,10,5,11,28,2,10,DUO
2025-11-29 17:29:33.658,1,1,1,51,16,2,10,DUO
2025-11-29 17:29:33.658,1,2,1,90,44,2,10,DUO
2025-11-29 17:29:33.658,1,3,2,61,28,2,10,DUO
2025-11-29 17:29:33.658,1,4,2,75,62,2,10,DUO
2025-11-29 17:29:33.658,1,5,3,44,9,2,10,DUO
2025-11-29 17:29:33.658,1,6,3,29,27,2,10,DUO
2025-11-29 17:29:33.658,1,7,4,84,31,2,10,DUO
2025-11-29 17:29:33.658,1,8,4,64,51,2,10,DUO
2025-11-29 17:29:33.658,1,9,5,87,28,2,10,DUO
2025-11-29 17:29:33.658,1,10,5,11,27,2,10,DUO
2025-11-29 17:29:33.759,1,1,1,51,15,2,10,DUO
2025-11-29 17:29:33.759,1,2,1,90,43,2,10,DUO
2025-11-29 17:29:33.759,1,3,2,61,27,2,10,DUO
2025-11-29 17:29:33.759,1,4,2,75,61,2,10,DUO
2025-11-29 17:29:33.759,1,5,3,44,8,2,10,DUO
2025-11-29 17:29:33.759,1,6,3,29,26,2,10,DUO
